"Continent","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EU","Austria","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,496,,
"EU","Belgium","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,504,,
"NA","Canada","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,521,,
"EU","Czech Republic","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,489,,
"EU","Denmark","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,503,,
"EU","Finland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,511,,
"EU","France","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,492,,
"EU","Germany","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,509,,
"EU","Greece","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,451,,
"EU","Hungary","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,472,,
"EU","Iceland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,473,,
"EU","Ireland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,511,,
"EU","Italy","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,489,,
"AS","Japan","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,531,,
"AS","Korea","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,510,,
"EU","Luxembourg","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,483,,
"NA","Mexico","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,416,,
"EU","Netherlands","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,505,,
"OC","New Zealand","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,503,,
"EU","Norway","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,498,,
"EU","Poland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,502,,
"EU","Portugal","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,497,,
"EU","Slovak Republic","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,458,,
"EU","Spain","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,492,,
"EU","Sweden","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,488,,
"EU","Switzerland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,505,,
"EU","Turkey","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,420,,
"EU","United Kingdom","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,498,,
"NA","United States","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,487,,
"SA","Brazil","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,394,,
"SA","Chile","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,446,,
"EU","Estonia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,521,,
"AS","Israel","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,470,,
"EU","Latvia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,478,,
"EU","Russia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,489,,
"EU","Slovenia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,502,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,485,,
"OC","Australia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,506,,
"EU","Austria","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,488,,
"EU","Belgium","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,501,,
"NA","Canada","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,526,,
"EU","Czech Republic","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,493,,
"EU","Denmark","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,505,,
"EU","Finland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,535,,
"EU","France","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,499,,
"EU","Germany","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,507,,
"EU","Greece","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,466,,
"EU","Hungary","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,477,,
"EU","Iceland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,488,,
"EU","Ireland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,507,,
"EU","Italy","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,482,,
"AS","Japan","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,527,,
"AS","Korea","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,529,,
"EU","Luxembourg","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,484,,
"NA","Mexico","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,416,,
"EU","Netherlands","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,511,,
"OC","New Zealand","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,509,,
"EU","Norway","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,511,,
"EU","Poland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,506,,
"EU","Portugal","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,496,,
"EU","Slovak Republic","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,468,,
"EU","Spain","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,491,,
"EU","Sweden","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,504,,
"EU","Switzerland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,508,,
"EU","Turkey","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,429,,
"EU","United Kingdom","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,502,,
"NA","United States","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,488,,
"SA","Brazil","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,396,,
"SA","Chile","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,439,,
"EU","Estonia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,528,,
"AS","Israel","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,473,,
"EU","Latvia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,496,,
"EU","Russia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,494,,
"EU","Slovenia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,517,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,487,,
"OC","Australia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,550,,
"EU","Austria","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,541,,
"EU","Belgium","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,559,,
"NA","Canada","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,558,,
"EU","Czech Republic","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,548,,
"EU","Denmark","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,543,,
"EU","Finland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,562,,
"EU","France","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,558,,
"EU","Germany","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,563,,
"EU","Greece","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,506,,
"EU","Hungary","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,534,,
"EU","Iceland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,509,,
"EU","Ireland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,550,,
"EU","Italy","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,524,,
"AS","Japan","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,568,,
"AS","Korea","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,562,,
"EU","Luxembourg","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,549,,
"NA","Mexico","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,447,,
"EU","Netherlands","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,556,,
"OC","New Zealand","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,554,,
"EU","Norway","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,539,,
"EU","Poland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,549,,
"EU","Portugal","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,551,,
"EU","Slovak Republic","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,514,,
"EU","Spain","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,535,,
"EU","Sweden","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,543,,
"EU","Switzerland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,558,,
"EU","Turkey","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,460,,
"EU","United Kingdom","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,546,,
"NA","United States","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,534,,
"SA","Brazil","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,445,,
"SA","Chile","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,492,,
"EU","Estonia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,562,,
"AS","Israel","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,514,,
"EU","Latvia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,521,,
"EU","Russia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,520,,
"EU","Slovenia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,552,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,539,,
"OC","Australia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,0,,
"EU","Austria","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,447,,
"EU","Belgium","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,452,,
"NA","Canada","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,488,,
"EU","Czech Republic","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,440,,
"EU","Denmark","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,471,,
"EU","Finland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,487,,
"EU","France","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,442,,
"EU","Germany","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,468,,
"EU","Greece","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,420,,
"EU","Hungary","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,418,,
"EU","Iceland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,453,,
"EU","Ireland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,472,,
"EU","Italy","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,445,,
"AS","Japan","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,489,,
"AS","Korea","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,480,,
"EU","Luxembourg","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,428,,
"NA","Mexico","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,385,,
"EU","Netherlands","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,468,,
"OC","New Zealand","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,459,,
"EU","Norway","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,472,,
"EU","Poland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,466,,
"EU","Portugal","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,456,,
"EU","Slovak Republic","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,414,,
"EU","Spain","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,453,,
"EU","Sweden","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,454,,
"EU","Switzerland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,460,,
"EU","Turkey","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,400,,
"EU","United Kingdom","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,466,,
"NA","United States","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,450,,
"SA","Brazil","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,361,,
"SA","Chile","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,399,,
"EU","Estonia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,494,,
"AS","Israel","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,421,,
"EU","Latvia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,456,,
"EU","Russia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,464,,
"EU","Slovenia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,472,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,455,,
"OC","Australia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,21,,
"EU","Austria","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"EU","Belgium","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.3,,
"NA","Canada","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.3,,
"EU","Czech Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.9,,
"EU","Denmark","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.5,,
"EU","Finland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.8,,
"EU","France","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.5,,
"EU","Germany","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.1,,
"EU","Greece","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"EU","Hungary","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.4,,
"EU","Iceland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"EU","Ireland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.1,,
"EU","Italy","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.6,,
"AS","Japan","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.4,,
"AS","Korea","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.3,,
"EU","Luxembourg","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.1,,
"NA","Mexico","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.2,,
"EU","Netherlands","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.7,,
"OC","New Zealand","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.7,,
"EU","Norway","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.3,,
"EU","Poland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.6,,
"EU","Portugal","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.9,,
"EU","Slovak Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.8,,
"EU","Spain","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.9,,
"EU","Sweden","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.3,,
"EU","Switzerland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"EU","Turkey","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.3,,
"EU","United Kingdom","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"NA","United States","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.2,,
"SA","Brazil","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.2,,
"SA","Chile","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"EU","Estonia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.7,,
"AS","Israel","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.6,,
"EU","Latvia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"EU","Russia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.2,,
"EU","Slovenia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.3,,
"OECD","OECD - Total","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.2,,
"OC","Australia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,20.8,,
"EU","Austria","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.7,,
"EU","Belgium","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.6,,
"NA","Canada","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.9,,
"EU","Czech Republic","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.3,,
"EU","Denmark","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19.1,,
"EU","Finland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19.4,,
"EU","France","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.2,,
"EU","Germany","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.1,,
"EU","Greece","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19.2,,
"EU","Hungary","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.3,,
"EU","Iceland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.3,,
"EU","Ireland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.1,,
"EU","Italy","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.2,,
"AS","Japan","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.4,,
"AS","Korea","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.8,,
"EU","Luxembourg","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15,,
"NA","Mexico","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15,,
"EU","Netherlands","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.6,,
"OC","New Zealand","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.2,,
"EU","Norway","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.9,,
"EU","Poland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"EU","Portugal","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.9,,
"EU","Slovak Republic","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.3,,
"EU","Spain","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.6,,
"EU","Sweden","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.5,,
"EU","Switzerland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.6,,
"EU","Turkey","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.6,,
"EU","United Kingdom","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"NA","United States","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.7,,
"SA","Brazil","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.8,,
"SA","Chile","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.3,,
"EU","Estonia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.1,,
"AS","Israel","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.2,,
"EU","Latvia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.4,,
"EU","Russia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16,,
"EU","Slovenia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.7,,
"OECD","OECD - Total","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"OC","Australia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,21.1,,
"EU","Austria","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.3,,
"EU","Belgium","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20,,
"NA","Canada","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.8,,
"EU","Czech Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.5,,
"EU","Denmark","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19.9,,
"EU","Finland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20.3,,
"EU","France","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.8,,
"EU","Germany","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.1,,
"EU","Greece","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.8,,
"EU","Hungary","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.6,,
"EU","Iceland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19.8,,
"EU","Ireland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.1,,
"EU","Italy","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"AS","Japan","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.3,,
"AS","Korea","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.7,,
"EU","Luxembourg","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,15.2,,
"NA","Mexico","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,15.3,,
"EU","Netherlands","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.7,,
"OC","New Zealand","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.2,,
"EU","Norway","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.8,,
"EU","Poland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.4,,
"EU","Portugal","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"EU","Slovak Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.2,,
"EU","Spain","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.2,,
"EU","Sweden","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20.1,,
"EU","Switzerland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.4,,
"EU","Turkey","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"EU","United Kingdom","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"NA","United States","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.7,,
"SA","Brazil","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.5,,
